Total Bathrooms,AC,NUM_UNITS,ROOMS,BEDRM,RMDL_10,SALEDATE,PRICE,SALE_NUM,GBA,CNDTN,KITCHENS,FIREPLACES,LANDAREA,FULLADDRESS,ZIPCODE,Census,X,Y,grade_5_english_75_N,grade_5_english_25_N,grade_5_math_75_N,grade_5_math_25_N,grade_8_english_75_N,grade_8_english_25_N,grade_8_math_75_N,grade_8_math_25_N,grade_9_12_english_75_N,grade_9_12_english_25_N,grade_9_12_math_75_N,grade_9_12_math_25_N,Starbucks_count_N,McDonalds_count_N,Population_size,Percent_White,Percent_Black,Percent_AmInd,Percent_Asian,Percent_HI_PI,Percent_Other_mixed,Percent_Hispanic,Percent_18plus,Total_Hounting_Units,Percent_Occupied,Percent_Vacant,FAGI_Total,FAGI_Median,Crime,,,,
2,N,1,7,4,No,12/12/16 0:00,425000,2,1520,Average,1,0,2400,3906 13TH STREET NW,20011,2500.02,-77.03123928,38.93925808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5973,0.249958145,0.417880462,0.006529382,0.015235225,0.0008371,0.299347062,0.423907584,0.807969195,2415,0.89068323,0.10931677,184029268,37513,1889.637136,,,,
1,N,1,7,3,Yes,6/8/16 0:00,399999,2,1536,Good,1,0,2086,1335 SPRING ROAD NW,20010,2500.02,-77.03098724,38.93717562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5973,0.249958145,0.417880462,0.006529382,0.015235225,0.0008371,0.299347062,0.423907584,0.807969195,2415,0.89068323,0.10931677,184029268,37513,1889.637136,,,,
4,Y,2,7,4,No,5/31/16 0:00,295525,5,1770,Average,1,1,2700,1344 RANDOLPH STREET NW,20011,2500.02,-77.03113316,38.93810204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5973,0.249958145,0.417880462,0.006529382,0.015235225,0.0008371,0.299347062,0.423907584,0.807969195,2415,0.89068323,0.10931677,184029268,37513,1889.637136,,,,
1.5,Y,1,11,6,Yes,7/27/16 0:00,1050000,4,2000,Very Good,1,0,3017,1601 D STREET NE,20002,7900.01,-76.98151579,38.89412684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
4.5,Y,1,10,5,Yes,11/16/16 0:00,1030000,4,1780,Very Good,2,0,2576,401 16TH STREET NE,20002,7900.01,-76.98154089,38.89530323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
4,N,4,12,4,Yes,9/22/16 0:00,1000000,4,3256,Very Good,4,0,2915,1617 F STREET NE,20002,7900.01,-76.98173112,38.89683005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
3.5,Y,2,10,4,Yes,12/27/16 0:00,855000,6,1400,Very Good,2,1,1377,445 15TH STREET NE,20002,7900.01,-76.98293577,38.89529534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2.5,Y,2,9,4,Yes,4/12/16 0:00,784000,3,1152,Very Good,2,0,1440,1618 C STREET NE,20002,7900.01,-76.98151579,38.89412684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
4,N,4,16,8,Yes,1/7/16 0:00,782255,2,3170,Good,4,0,2915,1613 F STREET NE,20002,7900.01,-76.98173112,38.89683005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
3.5,Y,2,8,4,Yes,9/27/16 0:00,759000,3,1436,Good,2,1,1188,623 15TH STREET NE,20002,7900.01,-76.9828571,38.89847787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
3.5,Y,1,9,3,Yes,4/18/16 0:00,729900,3,1224,Excellent,1,0,2130,1732 D STREET NE,20002,7900.01,-76.97997373,38.89526805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2,N,1,7,2,Yes,4/14/16 0:00,700000,5,1500,Good,1,0,1633,1612 D STREET NE,20002,7900.01,-76.98154089,38.89530323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2.5,N,1,8,3,Yes,3/23/16 0:00,649000,5,1080,Very Good,1,0,1528,337 18TH PLACE NE,20002,7900.01,-76.9779446,38.89409341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2,N,1,8,3,Yes,9/12/16 0:00,648000,3,1512,Very Good,1,0,1575,321 17TH PLACE NE,20002,7900.01,-76.97987269,38.8941187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
3.5,Y,1,6,3,Yes,12/8/16 0:00,639000,3,1080,Very Good,1,0,960,1638 ROSEDALE STREET NE,20002,7900.01,-76.98088798,38.89770619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2,Y,1,5,2,Yes,8/4/16 0:00,635000,4,840,Very Good,1,0,1035,1616 F STREET NE,20002,7900.01,-76.98173112,38.89683005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2,N,1,8,4,No,6/21/16 0:00,630000,2,1430,Average,1,0,1633,1614 D STREET NE,20002,7900.01,-76.98154089,38.89530323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
3.5,Y,1,7,3,Yes,8/23/16 0:00,629900,8,1071,Good,1,0,960,1632 ROSEDALE STREET NE,20002,7900.01,-76.98088798,38.89770619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
3.5,Y,1,10,4,No,9/1/16 0:00,625000,6,2036,Good,1,0,2067,1631 F STREET NE,20002,7900.01,-76.98173112,38.89683005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2.5,Y,1,5,3,Yes,8/24/16 0:00,622000,6,884,Very Good,1,0,1035,1624 F STREET NE,20002,7900.01,-76.98173112,38.89683005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
3.5,Y,1,5,2,Yes,5/24/16 0:00,609000,3,1162,Good,1,0,1874,1811 GALES STREET NE,20002,7900.01,-76.97749139,38.89732909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
4,N,4,16,4,No,4/28/16 0:00,580000,2,3190,Average,4,0,2822,1605 E STREET NE,20002,7900.01,-76.98154089,38.89530323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
1.5,Y,1,4,2,Yes,11/29/16 0:00,580000,6,896,Very Good,1,0,1788,1808 ROSEDALE STREET NE,20002,7900.01,-76.97749139,38.89732909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
4,N,4,12,4,No,9/29/16 0:00,569000,2,3448,Average,4,0,4080,1824 D STREET NE,20002,7900.01,-76.9780898,38.89575258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
3.5,Y,1,4,3,Yes,12/7/16 0:00,565000,5,1128,Good,1,0,780,1653 GALES STREET NE,20002,7900.01,-76.98088798,38.89770619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2.5,Y,2,6,3,Yes,6/29/16 0:00,562750,4,1188,Good,2,0,1062,624 19TH STREET NE,20002,7900.01,-76.97749139,38.89732909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
3.5,Y,1,4,2,Yes,6/20/16 0:00,559000,8,1128,Good,1,0,780,1655 GALES STREET NE,20002,7900.01,-76.98088798,38.89770619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2,N,2,7,4,No,3/24/16 0:00,553000,4,1496,Average,2,0,1743,1627 D STREET NE,20002,7900.01,-76.98151579,38.89412684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2.5,Y,1,6,2,Yes,7/11/16 0:00,550000,8,1312,Good,2,0,1040,1613 GALES STREET NE,20002,7900.01,-76.98088798,38.89770619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2.5,Y,1,6,2,Yes,6/14/16 0:00,550000,3,1216,Good,1,0,1067,620 19TH STREET NE,20002,7900.01,-76.97749139,38.89732909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2,N,1,6,3,No,1/19/16 0:00,539392,3,1080,Good,2,0,1440,1727 D STREET NE,20002,7900.01,-76.97987269,38.8941187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2,Y,1,6,2,Yes,5/2/16 0:00,536360,3,1024,Very Good,1,0,768,1648 ROSEDALE STREET NE,20002,7900.01,-76.98088798,38.89770619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
1.5,Y,1,5,3,Yes,6/13/16 0:00,516500,7,1184,Good,1,0,960,1629 ROSEDALE STREET NE,20002,7900.01,-76.98088798,38.89770619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2,N,1,8,4,No,11/23/16 0:00,510000,3,1224,Average,1,0,2064,1772 E STREET NE,20002,7900.01,-76.97959811,38.89628634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
3,N,3,9,3,No,6/30/16 0:00,495000,3,1224,Average,3,0,1283,1822 C STREET NE,20002,7900.01,-76.9779446,38.89409341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2.5,Y,1,6,2,No,2/18/16 0:00,490000,5,1152,Average,1,0,1430,322 19TH STREET NE,20002,7900.01,-76.9779446,38.89409341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2.5,Y,1,6,3,No,1/12/16 0:00,485000,3,994,Average,1,0,867,1657 KRAMER STREET NE,20002,7900.01,-76.98088798,38.89770619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
1.5,N,1,5,2,No,4/14/16 0:00,485000,5,1200,Average,1,0,1733,709 16TH STREET NE,20002,7900.01,-76.98090362,38.8985611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
3,Y,1,5,2,Yes,9/23/16 0:00,475000,5,1440,Good,1,0,600,1656 KRAMER STREET NE,20002,7900.01,-76.98088798,38.89770619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
1.5,Y,1,7,3,Yes,9/12/16 0:00,460000,2,1262,Good,1,1,994,1505 GALES STREET NE,20002,7900.01,-76.9828571,38.89847787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
1.5,N,1,6,3,No,12/8/16 0:00,455000,3,1024,Average,1,0,1902,1825 E STREET NE,20002,7900.01,-76.9780898,38.89575258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
4,N,4,12,4,No,7/22/16 0:00,450000,3,2410,Average,4,0,1971,517 16TH STREET NE,20002,7900.01,-76.98173112,38.89683005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2,Y,2,6,2,No,5/11/16 0:00,407500,3,1120,Average,2,0,1308,1737 GALES PLACE NE,20002,7900.01,-76.97846324,38.89811904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
1.5,Y,1,5,2,No,8/24/16 0:00,387500,5,960,Good,1,1,600,1678 KRAMER STREET NE,20002,7900.01,-76.98088798,38.89770619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
1.5,Y,1,5,2,No,1/20/16 0:00,349900,4,780,Good,1,1,600,1648 KRAMER STREET NE,20002,7900.01,-76.98088798,38.89770619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
1,N,1,4,2,No,6/21/16 0:00,340000,4,728,Average,1,0,792,631 18TH STREET NE,20002,7900.01,-76.97749139,38.89732909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
2,N,2,6,2,No,2/17/16 0:00,294000,3,1188,Average,2,0,1085,622 19TH STREET NE,20002,7900.01,-76.97749139,38.89732909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
6,Y,2,11,6,No,3/17/16 0:00,242000,6,2193,Average,2,0,1360,653 16TH STREET NE,20002,7900.01,-76.98088798,38.89770619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
1,N,1,4,2,No,4/20/16 0:00,230000,3,844,Average,1,1,1375,731 18TH STREET NE,20002,7900.01,-76.97718779,38.89834577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573,1664.783814,,,,
4.5,Y,1,12,5,No,8/19/16 0:00,620000,4,3427,Good,1,1,7829,3000 ALABAMA AVENUE SE,20020,7600.04,-76.96408136,38.86199482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
3.5,Y,1,8,3,No,11/17/16 0:00,610000,2,2361,Good,1,2,6634,2902 PARK DRIVE SE,20020,7600.04,-76.96572442,38.86540978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
3.5,Y,1,7,3,Yes,9/16/16 0:00,584900,4,1972,Good,1,0,5015,2941 W STREET SE,20020,7600.04,-76.96596495,38.86276057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
3.5,Y,1,9,4,Yes,12/8/16 0:00,570000,4,1750,Good,1,0,3793,1714 25TH STREET SE,20020,7600.04,-76.97028899,38.86887863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
2.5,Y,1,7,4,No,11/29/16 0:00,560000,2,2112,Good,1,0,5000,2521 PARK PLACE SE,20020,7600.04,-76.97025135,38.87103782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
3,Y,1,7,4,Yes,2/24/16 0:00,480000,4,1802,Average,1,1,8511,2023 34TH STREET SE,20020,7600.04,-76.95835322,38.86381426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
2,Y,1,7,3,No,8/26/16 0:00,475000,2,1516,Good,1,1,4000,2030 34TH STREET SE,20020,7600.04,-76.95749397,38.86400598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
4.5,Y,1,12,4,Yes,3/23/16 0:00,470000,4,3457,Good,1,1,8638,2200 32ND PLACE SE,20020,7600.04,-76.9603347,38.86235882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
2.5,Y,1,6,2,Yes,10/5/16 0:00,436000,4,1248,Good,1,1,4130,2035 36TH STREET SE,20020,7600.04,-76.95749397,38.86400598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
4,N,1,10,5,No,11/17/16 0:00,435000,2,1760,Average,1,1,5000,2009 31ST STREET SE,20020,7600.04,-76.9637952,38.86507561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
2.5,Y,2,6,3,Yes,9/12/16 0:00,429000,3,1296,Good,1,0,2565,1513 28TH PLACE SE,20020,7600.04,-76.96708529,38.87120381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
2.5,N,1,12,4,No,12/9/16 0:00,375000,2,2099,Average,1,1,14625,2215 31ST STREET SE,20020,7600.04,-76.96408136,38.86199482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
1.5,Y,1,7,3,No,7/7/16 0:00,370000,2,1261,Average,1,1,2583,1811 30TH STREET SE,20020,7600.04,-76.96600059,38.86810422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
2.5,Y,2,8,4,Yes,5/23/16 0:00,365000,4,1296,Good,1,0,1488,2812 Q STREET SE,20020,7600.04,-76.96708529,38.87120381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
3,Y,1,5,3,Yes,11/28/16 0:00,350000,2,1980,Good,1,1,7780,1711 31ST STREET SE,20020,7600.04,-76.96338038,38.86807502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
2,N,2,10,4,No,11/3/16 0:00,335000,4,1873,Average,2,0,4100,2718 FORT BAKER DRIVE SE,20020,7600.04,-76.96843691,38.86561991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
2.5,Y,1,5,4,Yes,11/17/16 0:00,335000,7,1128,Average,1,0,5063,2911 R STREET SE,20020,7600.04,-76.96645737,38.86892341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
2,Y,1,6,3,Yes,2/19/16 0:00,320000,3,1276,Average,1,1,2500,2111 32ND PLACE SE,20020,7600.04,-76.96102724,38.86421021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
1.5,Y,1,9,3,Yes,8/15/16 0:00,279650,3,1122,Good,1,1,6592,2830 FORT BAKER DRIVE SE,20020,7600.04,-76.96703591,38.86403384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
1.5,Y,1,6,3,No,10/12/16 0:00,260000,4,1344,Good,1,0,2130,1813 29TH STREET SE,20020,7600.04,-76.96600059,38.86810422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
1,N,1,6,3,No,3/23/16 0:00,249900,3,1125,Average,1,0,3750,2517 PARK PLACE SE,20020,7600.04,-76.97025135,38.87103782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
1.5,N,1,6,3,No,1/4/16 0:00,156000,4,960,Average,1,0,2376,1619 30TH STREET SE,20020,7600.04,-76.96654963,38.87006957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
3,N,1,9,4,No,5/23/16 0:00,135005,3,1274,Average,1,1,4125,3212 W STREET SE,20020,7600.04,-76.96102724,38.86421021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5,370.9522369,,,,
4,N,4,8,4,No,7/20/16 0:00,900000,4,2720,Average,4,0,4760,423 KENNEDY STREET NW,20011,2100.02,-77.0187756,38.9571007,1,2,1,2,1,2,2,2,0.25,0.25,0.25,0.25,0,0,4648,0.085628227,0.770869191,0.003227194,0.00580895,0,0.145223752,0.155765921,0.785714286,2173,0.874367234,0.125632766,130031411,38248,510.2448786,,,,
