Total Bathrooms,AC,NUM_UNITS,ROOMS,BEDRM,RMDL_10,SALEDATE,PRICE,SALE_NUM,GBA,CNDTN,KITCHENS,FIREPLACES,LANDAREA,FULLADDRESS,ZIPCODE,Census,X,Y,grade_5_english_75_N,grade_5_english_25_N,grade_5_math_75_N,grade_5_math_25_N,grade_8_english_75_N,grade_8_english_25_N,grade_8_math_75_N,grade_8_math_25_N,grade_9_12_english_75_N,grade_9_12_english_25_N,grade_9_12_math_75_N,grade_9_12_math_25_N,Starbucks_count_N,McDonalds_count_N,Population_size,Percent_White,Percent_Black,Percent_AmInd,Percent_Asian,Percent_HI_PI,Percent_Other_mixed,Percent_Hispanic,Percent_18plus,Total_Hounting_Units,Percent_Occupied,Percent_Vacant,FAGI_Total,FAGI_Median,Crime,,,,
1.5,Y,1,6,3,No,4/21/16 0:00,225000,2,1120,Average,1,0,1830,1247 FARADAY PLACE NE,20017,9500.03,-76.98863255,38.95080804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0.148453608,0.790721649,0.00137457,0.014089347,0,0.065979381,0.038831615,0.836082474,1256,0.955414013,0.044585987,113767916,60025,165.5730416,,,,
3.5,Y,1,8,4,Yes,7/12/16 0:00,170000,2,1923,Good,1,1,3387,1706 OTIS STREET NE,20018,9500.03,-76.98070692,38.9355053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0.148453608,0.790721649,0.00137457,0.014089347,0,0.065979381,0.038831615,0.836082474,1256,0.955414013,0.044585987,113767916,60025,165.5730416,,,,
4.5,Y,3,12,7,Yes,6/22/16 0:00,1150000,4,2892,Good,2,3,1543,2514 ONTARIO ROAD NW,20009,3800,-77.04074505,38.92345639,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27920815,4614,0.625054183,0.178803641,0.004768097,0.05656697,0.000216732,0.135457304,0.202644127,0.905288253,2861,0.91751136,0.08248864,235619338,60561,1987.223825,,,,
2,Y,0,6,3,No,5/2/16 0:00,800000,2,1376,Average,1,1,1824,2314 ONTARIO ROAD NW,20009,3800,-77.04006555,38.91993943,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27920815,4614,0.625054183,0.178803641,0.004768097,0.05656697,0.000216732,0.135457304,0.202644127,0.905288253,2861,0.91751136,0.08248864,235619338,60561,1987.223825,,,,
2,Y,1,6,2,No,8/4/16 0:00,695500,4,966,Good,1,1,963,1652 KALORAMA ROAD NW,20009,3800,-77.03849449,38.92136384,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27920815,4614,0.625054183,0.178803641,0.004768097,0.05656697,0.000216732,0.135457304,0.202644127,0.905288253,2861,0.91751136,0.08248864,235619338,60561,1987.223825,,,,
3.5,Y,2,8,5,Yes,7/11/16 0:00,1395000,3,1868,Very Good,2,0,1577,142 SEATON PLACE NW,20001,3300.02,-77.01316928,38.91446521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
4.5,Y,2,8,4,Yes,8/4/16 0:00,1350000,2,1988,Very Good,2,1,1577,132 SEATON PLACE NW,20001,3300.02,-77.01316928,38.91446521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
5.5,Y,2,10,6,Yes,3/30/16 0:00,1165000,5,2310,Good,2,0,1800,36 RHODE ISLAND AVENUE NW,20001,3300.02,-77.01022152,38.91593137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
3.5,Y,2,8,5,Yes,6/9/16 0:00,1100000,4,1838,Very Good,2,0,1742,125 FLORIDA AVENUE NW,20001,3300.02,-77.01307034,38.91299449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
5.5,Y,2,12,6,Yes,11/8/16 0:00,1100000,5,1670,Very Good,2,0,1500,45 QUINCY PLACE NW,20001,3300.02,-77.0107311,38.91239513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
5.5,Y,2,8,7,Yes,9/9/16 0:00,1050000,4,2122,Good,2,1,1499,50 T STREET NW,20001,3300.02,-77.01064031,38.91521182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
3.5,Y,2,7,4,Yes,4/12/16 0:00,985000,5,1544,Very Good,2,0,1500,18 SEATON PLACE NW,20001,3300.02,-77.01069962,38.91438107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
3.5,Y,1,6,3,Yes,8/23/16 0:00,981000,8,1426,Very Good,1,2,1500,16 SEATON PLACE NW,20001,3300.02,-77.01069962,38.91438107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
3.5,Y,1,6,4,Yes,11/29/16 0:00,960000,4,1432,Very Good,1,0,1263,28 QUINCY PLACE NW,20001,3300.02,-77.01007575,38.91166848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
4,Y,2,6,3,Yes,5/19/16 0:00,947500,3,1734,Very Good,2,0,1189,50 RHODE ISLAND AVENUE NW,20001,3300.02,-77.01022152,38.91593137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
3.5,Y,1,7,4,Yes,1/21/16 0:00,930000,4,1702,Good,1,1,1500,13 RANDOLPH PLACE NW,20001,3300.02,-77.0105827,38.91376632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
2.5,Y,1,6,3,Yes,9/7/16 0:00,900000,6,1544,Very Good,1,0,1500,21 RANDOLPH PLACE NW,20001,3300.02,-77.0105827,38.91376632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
2.5,Y,1,9,6,No,6/9/16 0:00,899495,3,2075,Good,2,0,1500,53 SEATON PLACE NW,20001,3300.02,-77.01064031,38.91521182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
3.5,Y,2,8,3,Yes,9/6/16 0:00,879000,4,1268,Good,2,0,1321,1712 1ST STREET NW,20001,3300.02,-77.01307034,38.91299449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
3.5,Y,1,7,4,Yes,8/22/16 0:00,875000,3,1526,Good,1,0,1111,1836 NORTH CAPITOL STREET NW,20002,3300.02,-77.01064031,38.91521182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
3.5,Y,1,6,3,No,7/28/16 0:00,855000,2,1721,Good,2,1,1602,126 RANDOLPH PLACE NW,20001,3300.02,-77.01307034,38.91299449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
2.5,Y,1,6,3,No,2/3/16 0:00,855000,5,2236,Good,1,1,1360,77 R STREET NW,20001,3300.02,-77.01064667,38.91303041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
3.5,N,2,7,4,Yes,2/2/16 0:00,850000,3,1498,Good,2,2,1500,25 S STREET NW,20001,3300.02,-77.01069962,38.91438107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
2.5,N,1,6,3,No,3/8/16 0:00,810000,2,1836,Good,1,1,1577,122 SEATON PLACE NW,20001,3300.02,-77.01316928,38.91446521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
2.5,Y,1,7,4,No,1/20/16 0:00,805000,9,1512,Good,1,0,1500,31 RANDOLPH PLACE NW,20001,3300.02,-77.0105827,38.91376632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
2.5,Y,1,7,4,Yes,2/29/16 0:00,775250,2,1559,Average,1,1,1500,27 SEATON PLACE NW,20001,3300.02,-77.01064031,38.91521182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
2.5,Y,1,6,4,No,12/19/16 0:00,775000,4,1781,Good,1,0,1367,7 S STREET NW,20001,3300.02,-77.01069962,38.91438107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
2.5,Y,1,6,3,Yes,9/14/16 0:00,770000,3,1698,Good,1,0,1600,12 T STREET NW,20001,3300.02,-77.01064031,38.91521182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
2.5,N,1,7,4,No,12/19/16 0:00,750000,5,1860,Average,1,1,1208,41 T STREET NW,20001,3300.02,-77.01022152,38.91593137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
3.5,Y,1,6,3,Yes,2/25/16 0:00,729300,6,1080,Good,1,1,864,81 FLORIDA AVENUE NW,20001,3300.02,-77.0107311,38.91239513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
3,N,3,9,3,No,4/22/16 0:00,700000,2,2130,Average,3,0,1800,30 RHODE ISLAND AVENUE NW,20001,3300.02,-77.01022152,38.91593137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
2,N,1,7,4,No,6/22/16 0:00,680000,2,1450,Average,1,0,997,130 RHODE ISLAND AVENUE NW,20001,3300.02,-77.01289901,38.91505762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
2,N,1,6,3,Yes,11/8/16 0:00,640000,3,1480,Good,1,0,1500,40 RANDOLPH PLACE NW,20001,3300.02,-77.01064667,38.91303041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
2.5,N,2,8,4,No,3/10/16 0:00,607500,2,1696,Average,2,1,1667,12 QUINCY PLACE NW,20001,3300.02,-77.01007575,38.91166848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
2,N,1,10,6,No,4/4/16 0:00,536500,2,1594,Average,1,1,1500,59 S STREET NW,20001,3300.02,-77.01069962,38.91438107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
2,N,1,7,3,No,11/23/16 0:00,320000,3,1586,Average,1,0,1500,71 S STREET NW,20001,3300.02,-77.01069962,38.91438107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645,1877.851988,,,,
3.5,Y,1,8,3,Yes,9/21/16 0:00,865000,4,1374,Very Good,2,0,1764,1832 MASSACHUSETTS AVENUE SE,20003,6800.01,-76.97815553,38.88463242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
3.5,Y,1,9,3,Yes,6/13/16 0:00,835000,5,1308,Good,1,0,1602,1809 BAY STREET SE,20003,6800.01,-76.97794189,38.88631133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
3.5,Y,1,9,3,Yes,11/4/16 0:00,827000,3,1350,Good,1,0,1746,114 18TH STREET SE,20003,6800.01,-76.97821872,38.88816211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
2.5,Y,2,7,4,Yes,3/31/16 0:00,825000,3,1464,Very Good,2,2,1185,108 15TH STREET SE,20003,6800.01,-76.98292052,38.88777304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
3.5,Y,1,7,4,Yes,11/21/16 0:00,800000,5,1548,Good,1,0,1602,1811 INDEPENDENCE AVENUE SE,20003,6800.01,-76.97794189,38.88631133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
2.5,Y,1,6,3,Yes,7/12/16 0:00,785000,4,1234,Good,2,0,2574,1711 INDEPENDENCE AVENUE SE,20003,6800.01,-76.97983753,38.88665095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
2,Y,1,6,3,Yes,6/28/16 0:00,780000,4,1400,Very Good,1,1,1082,102 15TH STREET SE,20003,6800.01,-76.98292052,38.88777304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
3.5,Y,2,7,4,Yes,6/15/16 0:00,770000,7,1327,Good,2,0,1452,1814 INDEPENDENCE AVENUE SE,20003,6800.01,-76.97821872,38.88816211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
3.5,Y,1,6,2,Yes,9/30/16 0:00,700000,6,1140,Good,1,0,1502,111 18TH STREET SE,20003,6800.01,-76.97979522,38.88810654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
2.5,Y,1,6,3,Yes,9/22/16 0:00,699000,4,1348,Good,1,0,1408,1638 INDEPENDENCE AVENUE SE,20003,6800.01,-76.98148303,38.88819812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
2.5,Y,1,7,2,Yes,5/9/16 0:00,696000,5,1288,Good,1,0,1190,243 17TH STREET SE,20003,6800.01,-76.98133913,38.88697959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
2,Y,1,6,3,No,4/26/16 0:00,685000,5,1244,Very Good,1,0,1634,1723 INDEPENDENCE AVENUE SE,20003,6800.01,-76.97983753,38.88665095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
3.5,N,2,7,4,No,12/8/16 0:00,670000,4,2295,Average,2,2,2135,1817 EAST CAPITOL STREET SE,20003,6800.01,-76.97805261,38.88911575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
2.5,Y,1,6,4,No,5/3/16 0:00,652500,4,1088,Good,1,0,1542,110 17TH STREET SE,20003,6800.01,-76.97979522,38.88810654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
1.5,Y,1,6,2,Yes,8/12/16 0:00,627300,3,1286,Good,1,1,1848,1617 A STREET SE,20003,6800.01,-76.98148303,38.88819812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
1,Y,1,6,3,No,3/24/16 0:00,622500,5,1186,Good,1,1,1493,124 16TH STREET SE,20003,6800.01,-76.98148303,38.88819812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
3.5,Y,2,11,4,No,11/8/16 0:00,620000,6,1320,Average,2,0,1746,118 18TH STREET SE,20003,6800.01,-76.97821872,38.88816211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
1,Y,1,6,2,Yes,6/13/16 0:00,615000,5,1220,Good,1,1,1848,1615 A STREET SE,20003,6800.01,-76.98148303,38.88819812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
2,Y,1,6,3,Yes,7/29/16 0:00,580000,7,1312,Average,1,0,2380,223 17TH STREET SE,20003,6800.01,-76.98133913,38.88697959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
1,N,1,6,3,No,12/28/16 0:00,577000,3,1116,Average,1,0,1731,28 18TH STREET SE,20003,6800.01,-76.97805261,38.88911575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
2,N,2,5,3,No,8/10/16 0:00,565000,3,1440,Average,2,0,2306,1719 BAY STREET SE,20003,6800.01,-76.97983753,38.88665095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
1,N,1,6,2,Yes,10/20/16 0:00,550000,3,1132,Average,1,0,1139,113 17TH STREET SE,20003,6800.01,-76.98148303,38.88819812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
3,Y,1,7,5,Yes,2/9/16 0:00,545000,2,1920,Very Good,1,0,1560,13 16TH STREET SE,20003,6800.01,-76.98248682,38.88924326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
2,N,1,6,3,No,8/31/16 0:00,525000,2,1298,Average,1,0,1674,1818 BURKE STREET SE,20003,6800.01,-76.97794189,38.88631133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
1,Y,1,6,3,No,8/10/16 0:00,500000,4,1080,Average,1,0,1602,1831 INDEPENDENCE AVENUE SE,20003,6800.01,-76.97794189,38.88631133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
1,N,1,6,3,No,8/19/16 0:00,435000,2,1020,Average,1,0,1445,205 16TH STREET SE,20003,6800.01,-76.98292052,38.88777304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
1,N,1,6,2,No,9/30/16 0:00,435000,2,1240,Average,1,0,1025,26 16TH STREET SE,20003,6800.01,-76.98165084,38.88908272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
1,Y,1,6,2,No,1/6/16 0:00,380000,6,960,Average,1,0,516,1511 INDEPENDENCE AVENUE SE,20003,6800.01,-76.98292052,38.88777304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
1,N,1,8,3,No,8/24/16 0:00,212000,3,1272,Average,1,0,1602,1808 BAY STREET SE,20003,6800.01,-76.97794189,38.88631133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861,1397.866475,,,,
5.5,N,2,14,6,No,4/18/16 0:00,1750000,2,4611,Very Good,2,5,3344,1252 MARYLAND AVENUE NE,20002,8400.02,-76.98948979,38.89830014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,0.537924616,0.393671475,0.003257329,0.023731968,0.001861331,0.045602606,0.046067939,0.893438809,1270,0.924409449,0.075590551,95344734,63150,2316.477996,,,,
3.5,Y,2,10,4,Yes,9/21/16 0:00,1200000,2,1892,Very Good,2,2,1900,711 10TH STREET NE,20002,8400.02,-76.99219861,38.89949121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,0.537924616,0.393671475,0.003257329,0.023731968,0.001861331,0.045602606,0.046067939,0.893438809,1270,0.924409449,0.075590551,95344734,63150,2316.477996,,,,
3.5,Y,1,7,4,No,10/6/16 0:00,989000,4,1614,Very Good,2,0,1435,647 8TH STREET NE,20002,8400.02,-76.99435091,38.89813627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,0.537924616,0.393671475,0.003257329,0.023731968,0.001861331,0.045602606,0.046067939,0.893438809,1270,0.924409449,0.075590551,95344734,63150,2316.477996,,,,
2.5,Y,2,10,4,Yes,10/21/16 0:00,935000,4,1590,Good,2,2,1020,636 9TH STREET NE,20002,8400.02,-76.99435091,38.89813627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,0.537924616,0.393671475,0.003257329,0.023731968,0.001861331,0.045602606,0.046067939,0.893438809,1270,0.924409449,0.075590551,95344734,63150,2316.477996,,,,
3.5,Y,1,10,4,Yes,3/30/16 0:00,925000,4,1614,Very Good,1,1,1440,1226 G STREET NE,20002,8400.02,-76.989185,38.89943285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,0.537924616,0.393671475,0.003257329,0.023731968,0.001861331,0.045602606,0.046067939,0.893438809,1270,0.924409449,0.075590551,95344734,63150,2316.477996,,,,
2.5,Y,1,6,3,Yes,5/13/16 0:00,905000,4,1556,Very Good,1,1,1020,654 9TH STREET NE,20002,8400.02,-76.99435091,38.89813627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,0.537924616,0.393671475,0.003257329,0.023731968,0.001861331,0.045602606,0.046067939,0.893438809,1270,0.924409449,0.075590551,95344734,63150,2316.477996,,,,
1.5,Y,1,6,2,Yes,5/17/16 0:00,900000,2,1636,Good,1,1,1020,627 8TH STREET NE,20002,8400.02,-76.99435091,38.89813627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,0.537924616,0.393671475,0.003257329,0.023731968,0.001861331,0.045602606,0.046067939,0.893438809,1270,0.924409449,0.075590551,95344734,63150,2316.477996,,,,
5,Y,3,12,5,Yes,7/8/16 0:00,870000,2,2706,Good,3,2,2155,1207 G STREET NE,20002,8400.02,-76.98948979,38.89830014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,0.537924616,0.393671475,0.003257329,0.023731968,0.001861331,0.045602606,0.046067939,0.893438809,1270,0.924409449,0.075590551,95344734,63150,2316.477996,,,,
