BATHRM,HF_BATHRM,AC,NUM_UNITS,ROOMS,BEDRM,YR_RMDL,SALEDATE,PRICE,SALE_NUM,GBA,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,LANDAREA,FULLADDRESS,CITY,STATE,ZIPCODE,CENSUS_TRACT
3,1,Y,1,6,3,,8/29/16 0:00,416747,2,1520,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,960,,,,20019,9602
1,1,Y,,7,4,,8/29/16 0:00,,4,,,,,,,,0,3088,,,,20032,9804
1,0,Y,,3,1,1979,8/29/16 0:00,310000,3,,,,,,,,0,127,,,,20037,5600
4,0,Y,,8,4,,8/29/16 0:00,1295000,3,,,,,,,,1,1305,,,,20037,5500
1,0,Y,,3,1,,8/29/16 0:00,399900,3,,,,,,,,0,112,,,,20037,5500
2,1,Y,,5,2,2007,8/29/16 0:00,456695,3,,,,,,,,0,638,,,,20009,4400
1,0,Y,,2,0,1983,8/29/16 0:00,,4,,,,,,,,0,85,,,,20005,5201
2,0,Y,,4,2,2006,8/29/16 0:00,470000,3,,,,,,,,0,738,,,,20002,10600
1,1,Y,,5,1,,8/29/16 0:00,740000,6,,,,,,,,0,903,,,,20016,701
1,0,Y,,3,1,2003,8/29/16 0:00,393888,3,,,,,,,,0,158,,,,20005,5002
2,1,Y,,6,2,2002,8/29/16 0:00,1149000,3,,,,,,,,1,900,,,,20009,5001
3,1,Y,,6,3,2016,8/29/16 0:00,625000,2,,,,,,,,0,1663,,,,20002,8702
1,0,Y,,3,1,2006,8/29/16 0:00,715000,3,,,,,,,,0,655,,,,20007,202
2,0,Y,,4,2,1980,8/29/16 0:00,,5,,,,,,,,1,344,,,,20008,4100
2,0,Y,,5,2,1980,8/29/16 0:00,,4,,,,,,,,1,388,,,,20008,4100
2,0,Y,,4,2,2016,8/29/16 0:00,779000,1,,,,,,,,0,5732,,,,20009,4400
2,0,Y,,5,3,2016,8/29/16 0:00,849000,2,,,,,,,,0,6195,,,,20009,4400
1,1,Y,,3,1,,8/29/16 0:00,543000,3,,,,,,,,0,163,,,,20004,5800
2,0,N,1,5,2,,8/30/16 0:00,,3,1368,Good Quality,Average,Common Brick,Built Up,Hardwood,1,0,2146,1519 S STREET NW,WASHINGTON,DC,20009,4300
1,1,Y,1,8,3,1976,8/30/16 0:00,720000,5,1272,Average,Good,Wood Siding,Metal- Sms,Hardwood,1,1,1402,1112 PARK STREET NE,WASHINGTON,DC,20002,8100
1,1,N,1,6,3,,8/30/16 0:00,,4,1274,Above Average,Average,Common Brick,Metal- Sms,Wood Floor,1,0,1451,1312 G STREET NE,WASHINGTON,DC,20002,8402
3,1,Y,2,13,4,2011,8/30/16 0:00,,3,2164,Very Good,Good,Common Brick,Metal- Sms,Hardwood,2,2,2037,203 12TH STREET NE,WASHINGTON,DC,20002,8002
2,1,Y,1,8,3,2014,8/30/16 0:00,674000,4,1096,Good Quality,Good,Common Brick,Neopren,Hardwood/Carp,1,0,527,606 13TH STREET NE,WASHINGTON,DC,20002,8001
3,0,N,1,7,3,,8/30/16 0:00,906500,3,1266,Good Quality,Good,Common Brick,Slate,Hardwood,1,2,2574,5347 43RD STREET NW,WASHINGTON,DC,20015,1100
2,1,N,1,6,3,,8/30/16 0:00,862200,2,1472,Very Good,Good,Common Brick,Clay Tile,Hardwood,1,2,7250,6601 31ST STREET NW,WASHINGTON,DC,20015,1500
3,0,N,2,10,6,1947,8/30/16 0:00,945750,2,1989,Very Good,Average,Common Brick,Metal- Sms,Hardwood,2,1,2240,1892 ONTARIO PLACE NW,WASHINGTON,DC,20009,3900
2,1,Y,1,9,3,2005,8/30/16 0:00,776000,4,1680,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,0,3675,1412 ALLISON STREET NW,WASHINGTON,DC,20011,2501
2,1,Y,1,8,4,2016,8/30/16 0:00,510000,6,1280,Average,Good,Common Brick,Built Up,Hardwood,2,1,1328,1134 JEFFERSON STREET NW,WASHINGTON,DC,20011,2101
3,1,Y,1,9,5,2015,8/30/16 0:00,778500,3,1260,Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,1733,718 INGRAHAM STREET NW,WASHINGTON,DC,20011,2101
2,1,Y,1,8,3,,8/30/16 0:00,882900,2,1800,Very Good,Excellent,Brick Veneer,Built Up,Hardwood,1,1,1313,3308 7TH STREET NE,WASHINGTON,DC,20017,9201
1,1,Y,1,7,3,2016,8/30/16 0:00,459000,3,1152,Average,Good,Common Brick,Built Up,Hardwood,1,0,3149,6137 1ST PLACE NE,WASHINGTON,DC,20011,9505
1,0,Y,1,6,2,,8/30/16 0:00,,3,816,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,1655,5148 SOUTH DAKOTA AVENUE NE,WASHINGTON,DC,20017,9509
2,1,Y,1,6,3,,8/30/16 0:00,,3,1176,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,4500,4402 BANKS PLACE NE,WASHINGTON,DC,20019,7803
2,1,Y,1,7,4,,8/30/16 0:00,305000,2,1360,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,2498,2222 HUNTER PLACE SE,WASHINGTON,DC,20020,7504
2,0,Y,,4,2,1972,8/30/16 0:00,385000,5,,,,,,,,0,803,,,,20016,1002
1,0,N,,3,1,1952,8/30/16 0:00,,5,,,,,,,,0,166,,,,20009,3900
1,0,N,,3,1,1952,8/30/16 0:00,,5,,,,,,,,2,223,,,,20009,3900
2,0,Y,,4,2,,8/30/16 0:00,,3,,,,,,,,0,195,,,,20037,5500
1,0,Y,,3,1,,8/30/16 0:00,495000,6,,,,,,,,0,115,,,,20037,5500
1,0,Y,,3,1,2014,8/30/16 0:00,609500,2,,,,,,,,0,196,,,,20009,4300
1,0,Y,,4,1,1975,8/30/16 0:00,65000,2,,,,,,,,1,1094,,,,20020,7603
2,1,Y,,6,2,,8/30/16 0:00,735000,2,,,,,,,,0,722,,,,20015,1402
1,0,N,,2,0,1981,8/30/16 0:00,,2,,,,,,,,0,152,,,,20007,701
3,0,Y,,6,3,,8/30/16 0:00,1201000,3,,,,,,,,0,907,,,,20001,4400
2,0,Y,,4,2,,8/30/16 0:00,585000,4,,,,,,,,0,322,,,,20010,3000
1,0,Y,,3,1,,8/30/16 0:00,389000,2,,,,,,,,0,213,,,,20002,8402
1,1,Y,,2,0,,8/30/16 0:00,,3,,,,,,,,0,132,,,,20002,8302
2,0,Y,,4,2,,8/30/16 0:00,,4,,,,,,,,0,44,,,,20003,7100
2,0,Y,,4,2,,8/30/16 0:00,1174900,2,,,,,,,,0,562,,,,20024,10200
3,1,Y,1,5,3,2006,8/31/16 0:00,,4,1424,Average,Good,Common Brick,Built Up,Hardwood,1,0,1544,1622 FLORIDA AVENUE NW,WASHINGTON,DC,20009,4201
2,0,N,1,5,4,,8/31/16 0:00,,2,1392,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1,0,897,916 N STREET NW,WASHINGTON,DC,20001,4902
3,0,Y,1,8,4,,8/31/16 0:00,916125,3,1980,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,703,304 M STREET NW,WASHINGTON,DC,20001,4802
3,1,Y,1,10,5,2016,8/31/16 0:00,1825000,3,1892,Good Quality,Very Good,Common Brick,Composition Ro,Hardwood,1,1,2374,610 A STREET NE,WASHINGTON,DC,20002,8200
2,1,Y,1,6,3,2015,8/31/16 0:00,749000,3,1296,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,1,1102,902 K STREET NE,WASHINGTON,DC,20002,8410
3,0,N,3,12,5,1969,8/31/16 0:00,950000,2,1952,Good Quality,Average,Common Brick,Metal- Sms,Hardwood/Carp,3,3,931,820 NORTH CAROLINA AVENUE SE,WASHINGTON,DC,20003,6700
1,1,Y,1,7,4,,8/31/16 0:00,,2,1128,Above Average,Average,Stucco,Built Up,Hardwood/Carp,1,0,738,1366 INDEPENDENCE AVENUE SE,WASHINGTON,DC,20003,6700
2,0,N,1,6,3,,8/31/16 0:00,525000,2,1298,Average,Average,Common Brick,Built Up,Hardwood,1,0,1674,1818 BURKE STREET SE,WASHINGTON,DC,20003,6801
3,1,Y,2,7,3,2004,8/31/16 0:00,,4,1680,Excellent,Good,Wood Siding,Metal- Sms,Hardwood,2,3,1850,1221 28TH STREET NW,WASHINGTON,DC,20007,100
1,1,Y,1,6,3,2013,8/31/16 0:00,1400000,3,1526,Exceptional-A,Good,Common Brick,Metal- Sms,Hardwood,1,1,1282,2908 R STREET NW,WASHINGTON,DC,20007,100
3,0,Y,1,8,4,,8/31/16 0:00,,4,1709,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,1,6355,4464 SEDGWICK STREET NW,WASHINGTON,DC,20016,1001
2,1,Y,1,7,4,2005,8/31/16 0:00,1150000,2,2892,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1,1,7322,4618 RENO ROAD NW,WASHINGTON,DC,20008,1200
3,0,Y,1,6,5,2017,8/31/16 0:00,1175000,4,2101,Very Good,Good,Common Brick,Slate,Hardwood,1,1,8549,6409 WESTERN AVENUE NW,WASHINGTON,DC,20015,1500
3,1,Y,2,12,5,2004,8/31/16 0:00,1560000,3,3344,Very Good,Good,Common Brick,Built Up,Hardwood,2,1,2160,2624 WOODLEY PLACE NW,WASHINGTON,DC,20008,501
1,0,Y,1,6,3,,8/31/16 0:00,,3,1428,Good Quality,Average,Brick/Siding,Comp Shingle,Hardwood,1,1,5784,3274 ABERFOYLE PLACE NW,WASHINGTON,DC,20015,1500
3,0,N,1,9,6,,8/31/16 0:00,1600000,4,3935,Very Good,Average,Common Brick,Metal- Sms,Hardwood,1,2,2557,1801 LAMONT STREET NW,WASHINGTON,DC,20010,2702
3,1,Y,2,10,4,2005,8/31/16 0:00,878750,5,1940,Good Quality,Average,Common Brick,Built Up,Hardwood,2,1,2067,1822 MONROE STREET NW,WASHINGTON,DC,20010,2701
3,1,Y,1,6,5,2010,8/31/16 0:00,1060000,4,2548,Above Average,Good,Common Brick,Metal- Sms,Wood Floor,2,3,3278,720 PARK ROAD NW,WASHINGTON,DC,20010,3100
2,0,N,1,8,3,2016,8/31/16 0:00,,4,1636,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,2,5292,7819 13TH STREET NW,WASHINGTON,DC,20012,1600
2,0,N,1,8,4,,8/31/16 0:00,544000,3,1538,Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,2500,3812 8TH STREET NW,WASHINGTON,DC,20011,2400
2,1,N,1,7,3,,8/31/16 0:00,549000,3,1384,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1040,525 HARVARD STREET NW,WASHINGTON,DC,20001,3200
3,1,Y,1,7,3,,8/31/16 0:00,,3,1584,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood,1,0,837,6105 SOLENT PLACE NE,WASHINGTON,DC,20011,9505
2,1,Y,1,6,3,,8/31/16 0:00,356330,5,1216,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,768,653 ANACOSTIA AVENUE NE,WASHINGTON,DC,20019,9602
2,1,Y,1,5,3,,8/31/16 0:00,362096,2,1236,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,768,,,,20019,9602
2,0,Y,1,7,3,,8/31/16 0:00,282000,2,1188,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,3420,550 48TH PLACE NE,WASHINGTON,DC,20019,7804
2,0,Y,1,6,2,2013,8/31/16 0:00,280000,7,810,Average,Good,Brick/Siding,Comp Shingle,Hardwood,1,0,1639,903 52ND STREET NE,WASHINGTON,DC,20019,7809
2,1,Y,1,7,4,,8/31/16 0:00,358200,3,1938,Above Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,2390,1425 TOBIAS DRIVE SE,WASHINGTON,DC,20020,7404
4,0,0,4,12,4,1999,8/31/16 0:00,370000,7,3138,Above Average,Good,Common Brick,Comp Shingle,Hardwood/Carp,4,0,4800,604 MELLON STREET SE,WASHINGTON,DC,20032,10400
1,0,Y,,3,1,,8/31/16 0:00,219900,2,,,,,,,,0,179,,,,20010,3200
2,1,Y,,5,2,,8/31/16 0:00,693200,3,,,,,,,,0,576,,,,20016,801
1,0,Y,,3,1,1979,8/31/16 0:00,310000,2,,,,,,,,0,126,,,,20037,5600
2,0,Y,,5,2,1980,8/31/16 0:00,779000,6,,,,,,,,1,431,,,,20009,4202
1,0,Y,,3,1,2005,8/31/16 0:00,440000,4,,,,,,,,0,69,,,,20037,5500
1,0,Y,,2,0,1983,8/31/16 0:00,268250,4,,,,,,,,0,80,,,,20005,5201
2,0,Y,,5,2,,8/31/16 0:00,719000,5,,,,,,,,1,295,,,,20009,5301
2,1,Y,,6,2,1990,8/31/16 0:00,1295000,4,,,,,,,,1,1106,,,,20009,5301
1,0,Y,,3,1,,8/31/16 0:00,363500,3,,,,,,,,0,295,,,,20001,3301
2,0,Y,,4,2,2016,8/31/16 0:00,391500,2,,,,,,,,0,756,,,,20011,2001
1,0,Y,,3,1,2003,8/31/16 0:00,479900,3,,,,,,,,0,823,,,,20002,8100
1,0,Y,,3,1,,8/31/16 0:00,285000,3,,,,,,,,0,409,,,,20024,11000
1,0,Y,,3,1,,8/31/16 0:00,377000,3,,,,,,,,0,31,,,,20003,7100
1,0,Y,,2,1,,8/31/16 0:00,268000,4,,,,,,,,0,432,,,,20008,1302
3,1,Y,,4,2,2014,8/31/16 0:00,1800000,3,,,,,,,,0,863,,,,20008,4100
2,0,Y,,4,2,2007,8/31/16 0:00,557500,4,,,,,,,,0,360,,,,20001,4801
2,0,Y,,4,2,,8/31/16 0:00,674900,2,,,,,,,,0,343,,,,20024,10200
2,1,Y,,6,2,2006,8/31/16 0:00,825000,3,,,,,,,,0,639,,,,20001,4802
3,1,Y,2,9,4,2012,9/1/16 0:00,1900000,3,2718,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2,4,2422,1310 21ST STREET NW,WASHINGTON,DC,20036,5500
2,1,Y,1,5,3,2015,9/1/16 0:00,1420000,6,1425,Superior,Very Good,Common Brick,Comp Shingle,Hardwood,1,1,810,2718 N STREET NW,WASHINGTON,DC,20007,100
2,1,Y,1,5,4,,9/1/16 0:00,865000,2,1368,Excellent,Good,Common Brick,Built Up,Hardwood,1,0,2808,4835 RESERVOIR ROAD NW,WASHINGTON,DC,20007,801
2,1,Y,1,9,4,2001,9/1/16 0:00,1577500,4,2584,Superior,Good,Common Brick,Slate,Hardwood,1,1,11213,4501 DEXTER STREET NW,WASHINGTON,DC,20007,801
3,1,Y,1,8,3,1975,9/1/16 0:00,,2,2497,Very Good,Good,Common Brick,Slate,Hardwood,1,2,5508,3713 CHESAPEAKE STREET NW,WASHINGTON,DC,20016,1200
4,2,Y,1,10,7,2011,9/1/16 0:00,3110000,2,5417,Exceptional-A,Good,Common Brick,Slate,Hardwood,1,2,12088,2728 36TH PLACE NW,WASHINGTON,DC,20007,400
3,1,Y,1,6,4,2015,9/1/16 0:00,725000,3,2716,Above Average,Good,Common Brick,Shake,Hardwood,1,1,4432,1247 UNDERWOOD STREET NW,WASHINGTON,DC,20012,1804
2,1,Y,1,6,4,2008,9/1/16 0:00,580000,4,1840,Average,Good,Common Brick,Metal- Sms,Hardwood/Carp,1,0,1658,4625 9TH STREET NW,WASHINGTON,DC,20011,2201
1,1,N,1,8,3,,9/1/16 0:00,,4,1102,Above Average,Average,Common Brick,Built Up,Hardwood,1,0,1789,717 TUCKERMAN STREET NW,WASHINGTON,DC,20011,1901
3,1,Y,1,6,3,2006,9/1/16 0:00,,3,1424,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,0,1174,2036 FLAGLER PLACE NW,WASHINGTON,DC,20001,3301
2,1,Y,2,6,3,2013,9/1/16 0:00,615000,6,1368,Average,Very Good,Common Brick,Metal- Sms,Hardwood,2,0,1607,900 EVARTS STREET NE,WASHINGTON,DC,20018,9302
1,1,N,1,7,3,,9/1/16 0:00,,2,1269,Average,Good,Common Brick,Comp Shingle,Hardwood,1,0,2850,5137 8TH STREET NE,WASHINGTON,DC,20011,9508
1,0,N,1,5,2,,9/1/16 0:00,,3,1092,Average,Average,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,1,5396,2216 DOUGLAS STREET NE,WASHINGTON,DC,20018,11100
3,1,Y,1,10,4,2006,9/1/16 0:00,625000,6,2036,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,0,2067,1631 F STREET NE,WASHINGTON,DC,20002,7901
2,1,Y,1,6,3,,9/1/16 0:00,667720,3,2160,Good Quality,Excellent,Face Brick,Comp Shingle,Hardwood/Carp,1,0,1462,3153 FORT LINCOLN DRIVE NE,WASHINGTON,DC,20018,9000
2,1,Y,1,6,3,,9/1/16 0:00,647110,3,2160,Good Quality,Excellent,Face Brick,Comp Shingle,Hardwood/Carp,1,0,1460,3155 FORT LINCOLN DRIVE NE,WASHINGTON,DC,20018,9000
1,0,Y,1,5,3,,9/1/16 0:00,,2,1104,Average,Good,Vinyl Siding,Comp Shingle,Hardwood,1,0,4000,1018 49TH PLACE NE,WASHINGTON,DC,20019,7806
2,0,N,1,9,3,,9/1/16 0:00,236250,3,1352,Average,Average,Shingle,Comp Shingle,Wood Floor,1,0,4312,119 DIVISION AVENUE NE,WASHINGTON,DC,20019,7808
2,1,Y,1,6,3,2006,9/1/16 0:00,520000,2,1770,Good Quality,Average,Common Brick,Slate,Carpet,1,1,5954,3716 CARPENTER STREET SE,WASHINGTON,DC,20020,9901
1,0,N,1,5,2,,9/1/16 0:00,239000,2,864,Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,1556,1414 19TH STREET SE,WASHINGTON,DC,20020,7601
1,1,Y,1,5,3,,9/1/16 0:00,,2,1254,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,2799,1026 SOUTHERN AVENUE SE,WASHINGTON,DC,20032,9700
1,1,Y,1,6,3,2017,9/1/16 0:00,269000,3,2008,Above Average,Good,Common Brick,Comp Shingle,Wood Floor,1,0,4750,302 RALEIGH STREET SE,WASHINGTON,DC,20032,10400
1,0,Y,,4,2,2006,9/1/16 0:00,65000,4,,,,,,,,0,1181,,,,20020,7502
1,0,Y,,3,1,1972,9/1/16 0:00,304000,4,,,,,,,,0,516,,,,20016,1002
1,0,Y,,5,2,,9/1/16 0:00,564000,3,,,,,,,,1,251,,,,20003,8100
2,1,Y,,5,2,,9/1/16 0:00,670000,5,,,,,,,,0,576,,,,20016,801
1,0,Y,,3,1,1979,9/1/16 0:00,315000,3,,,,,,,,0,95,,,,20036,5500
1,0,Y,,2,0,2008,9/1/16 0:00,,5,,,,,,,,0,140,,,,20037,5500
1,0,Y,,3,1,,9/1/16 0:00,544900,2,,,,,,,,0,117,,,,20009,4300
1,0,Y,,1,1,2006,9/1/16 0:00,325000,3,,,,,,,,0,776,,,,20003,7000
1,0,Y,,4,1,2005,9/1/16 0:00,338000,3,,,,,,,,0,606,,,,20007,300
1,0,Y,,4,2,,9/1/16 0:00,325000,3,,,,,,,,1,1328,,,,20017,2302
1,0,Y,,3,1,2005,9/1/16 0:00,,3,,,,,,,,0,527,,,,20011,9501
2,1,Y,,6,3,1991,9/1/16 0:00,643000,6,,,,,,,,1,773,,,,20015,1402
2,1,Y,,5,2,,9/1/16 0:00,1020000,3,,,,,,,,1,652,,,,20009,4400
1,0,N,,4,2,2005,9/1/16 0:00,260000,3,,,,,,,,0,254,,,,20010,2802
1,0,Y,,3,1,,9/1/16 0:00,275000,3,,,,,,,,0,298,,,,20003,7100
1,0,Y,,3,1,2004,9/1/16 0:00,308845,3,,,,,,,,0,551,,,,20002,8001
2,0,Y,,4,1,,9/1/16 0:00,590000,2,,,,,,,,0,144,,,,20003,7200
2,0,Y,,4,2,,9/1/16 0:00,789900,2,,,,,,,,0,391,,,,20024,10200
2,0,Y,,4,2,2016,9/1/16 0:00,789000,2,,,,,,,,0,6184,,,,20009,4400
2,1,Y,1,8,3,2016,9/2/16 0:00,1400000,5,2305,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,2,1900,1517 8TH STREET NW,WASHINGTON,DC,20001,4901
1,1,Y,1,6,2,2009,9/2/16 0:00,705500,5,1306,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,1,0,1359,448 N STREET NW,WASHINGTON,DC,20001,4802
3,1,Y,2,9,4,2011,9/2/16 0:00,,3,1944,Good Quality,Average,Common Brick,Metal- Sms,Wood Floor,2,0,1750,431 4TH STREET NE,WASHINGTON,DC,20002,8301
5,1,Y,1,8,5,2015,9/2/16 0:00,,2,3328,Very Good,Good,Common Brick,Slate,Hardwood,1,1,5304,4842 ALBEMARLE STREET NW,WASHINGTON,DC,20016,1001
2,0,N,1,6,3,2009,9/2/16 0:00,,4,1426,Above Average,Good,Common Brick,Metal- Sms,Carpet,1,1,2125,3610 13TH STREET NW,WASHINGTON,DC,20010,2900
2,0,Y,1,6,3,,9/2/16 0:00,593000,5,1580,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1889,626 KEEFER PLACE NW,WASHINGTON,DC,20010,3200
2,1,Y,1,6,3,2012,9/2/16 0:00,540000,3,1449,Average,Average,Brick/Siding,Comp Shingle,Hardwood/Carp,1,1,5176,3906 24TH STREET NE,WASHINGTON,DC,20018,9400
2,0,Y,1,6,3,2005,9/2/16 0:00,,4,2360,Average,Average,Brick/Siding,Built Up,Hardwood/Carp,1,0,3820,1627 BENNING ROAD NE,WASHINGTON,DC,20002,7901
4,0,N,4,16,4,,9/2/16 0:00,,3,3400,Average,Average,Common Brick,Built Up,Hardwood,4,0,4284,149 35TH STREET NE,WASHINGTON,DC,20019,9603
2,1,Y,1,7,3,,9/2/16 0:00,168586,2,1192,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,8520,4316 ORD STREET NE,WASHINGTON,DC,20019,9601
2,1,Y,1,6,3,,9/2/16 0:00,365050,2,1216,Above Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,768,,,,20019,9602
1,0,Y,1,5,2,,9/2/16 0:00,,3,800,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,2730,5461 BASS PLACE SE,WASHINGTON,DC,20019,9905
2,0,Y,1,5,2,2016,9/2/16 0:00,275000,3,800,Average,Good,Common Brick,Comp Shingle,Hardwood,1,0,2012,3448 24TH STREET SE,WASHINGTON,DC,20020,7409
4,0,Y,1,10,5,2017,9/2/16 0:00,450000,3,1448,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1,0,7133,1015 SAVANNAH STREET SE,WASHINGTON,DC,20032,7304
1,0,Y,,4,2,,9/2/16 0:00,65000,4,,,,,,,,0,1087,,,,20020,7504
1,0,Y,,4,2,2006,9/2/16 0:00,74500,4,,,,,,,,0,930,,,,20032,9801
2,1,Y,,4,2,,9/2/16 0:00,,3,,,,,,,,1,1906,,,,20016,801
1,0,Y,,3,1,1980,9/2/16 0:00,385000,2,,,,,,,,0,161,,,,20036,5500
2,0,Y,,4,2,2016,9/2/16 0:00,720000,2,,,,,,,,0,446,,,,20009,5301
1,0,Y,,3,1,2014,9/2/16 0:00,354500,2,,,,,,,,0,115,,,,20009,4300
2,0,Y,,3,1,2006,9/2/16 0:00,452000,3,,,,,,,,0,309,,,,20009,3700
2,1,Y,,4,2,2016,9/2/16 0:00,569999,2,,,,,,,,0,1011,,,,20011,2400
1,0,Y,,2,0,1986,9/2/16 0:00,221000,4,,,,,,,,0,109,,,,20002,8200
2,0,N,,5,3,,9/2/16 0:00,,3,,,,,,,,0,355,,,,20009,4001
1,0,Y,,3,1,,9/2/16 0:00,524900,2,,,,,,,,0,276,,,,20024,10200
1,0,Y,,2,0,,9/2/16 0:00,305000,4,,,,,,,,0,70,,,,20004,5800
3,0,Y,1,9,4,2002,9/6/16 0:00,1700000,5,1890,Good Quality,Very Good,Common Brick,Metal- Sms,Hardwood,1,4,2687,220 MARYLAND AVENUE NE,WASHINGTON,DC,20002,8200
4,2,Y,1,10,6,2012,9/6/16 0:00,1850000,3,2978,Very Good,Very Good,Stone,Metal- Sms,Hardwood,2,0,1401,1016 EAST CAPITOL STREET NE,WASHINGTON,DC,20003,8100
3,0,Y,2,7,3,,9/6/16 0:00,848211,2,1560,Average,Average,Aluminum,Metal- Sms,Hardwood,2,3,2117,211 10TH STREET SE,WASHINGTON,DC,20003,6700
3,1,Y,1,7,4,2014,9/6/16 0:00,900000,4,1432,Average,Very Good,Common Brick,Built Up,Hardwood/Carp,2,0,1280,704 K STREET NE,WASHINGTON,DC,20002,10600
2,1,Y,2,10,3,,9/6/16 0:00,,4,1160,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,2,1,797,1243 MARYLAND AVENUE NE,WASHINGTON,DC,20002,8001
2,0,Y,1,8,3,2005,9/6/16 0:00,955000,5,1218,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,1972,3716 MANOR PLACE NW,WASHINGTON,DC,20007,300
2,1,N,1,7,3,,9/6/16 0:00,,2,1108,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1,0,1800,3738 W STREET NW,WASHINGTON,DC,20007,300
2,1,Y,1,7,3,,9/6/16 0:00,849000,3,1792,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,2,5000,5347 28TH STREET NW,WASHINGTON,DC,20015,1402
4,1,Y,1,10,5,2016,9/6/16 0:00,1495000,5,2339,Very Good,Good,Common Brick,Built Up,Hardwood,1,1,2130,2268 CATHEDRAL AVENUE NW,WASHINGTON,DC,20008,501
3,1,Y,1,8,4,2011,9/6/16 0:00,675000,7,1630,Above Average,Good,Common Brick,Slate,Hardwood,1,1,3021,1212 UNDERWOOD STREET NW,WASHINGTON,DC,20012,1804
3,0,Y,1,5,4,2016,9/6/16 0:00,720000,3,1064,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1,0,3150,800 RITTENHOUSE STREET NW,WASHINGTON,DC,20011,1901
4,1,Y,1,10,5,2016,9/6/16 0:00,943000,3,2459,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,1,6250,7715 ALASKA AVENUE NW,WASHINGTON,DC,20012,1600
1,2,Y,1,6,3,,9/6/16 0:00,400000,3,1336,Average,Average,Common Brick,Built Up,Hardwood,1,0,2000,6003 7TH PLACE NW,WASHINGTON,DC,20011,1901
3,1,Y,2,8,3,2016,9/6/16 0:00,879000,4,1268,Above Average,Good,Common Brick,Built Up,Hardwood,2,0,1321,1712 1ST STREET NW,WASHINGTON,DC,20001,3302
1,1,N,1,7,4,,9/6/16 0:00,535000,4,1376,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,2,1826,317 INGRAHAM STREET NW,WASHINGTON,DC,20011,2102
3,1,Y,1,8,3,2016,9/6/16 0:00,699000,3,1222,Average,Very Good,Common Brick,Built Up,Hardwood,1,0,1424,307 ADAMS STREET NE,WASHINGTON,DC,20002,9203
3,1,Y,1,5,3,2011,9/6/16 0:00,,6,2208,Average,Very Good,Vinyl Siding,Shake,Hardwood,1,2,6750,3006 14TH STREET NE,WASHINGTON,DC,20017,9301
1,1,N,1,6,2,1970,9/6/16 0:00,460000,2,1678,Average,Average,Common Brick,Built Up,Hardwood,1,0,2501,1157 NEAL STREET NE,WASHINGTON,DC,20002,8802
2,1,Y,1,6,3,,9/6/16 0:00,599000,3,1344,Good Quality,Average,Common Brick,Slate,Hardwood,1,1,7500,1410 FRANKLIN STREET NE,WASHINGTON,DC,20018,9301
3,0,Y,1,6,3,2011,9/6/16 0:00,,3,1334,Above Average,Average,Common Brick,Slate,Hardwood/Carp,1,0,4280,4305 19TH PLACE NE,WASHINGTON,DC,20018,9400
